,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
567560,14/1/2008,20:44:00,5.952,0.238,233.050,25.600,44.000,0.000,17.0
567561,14/1/2008,20:45:00,7.420,0.218,231.410,32.200,67.000,0.000,16.0
567562,14/1/2008,20:46:00,7.916,0.214,231.150,34.200,77.000,0.000,16.0
567563,14/1/2008,20:47:00,7.916,0.212,231.010,34.200,78.000,0.000,17.0
567564,14/1/2008,20:48:00,7.900,0.212,230.820,34.200,77.000,0.000,16.0
567565,14/1/2008,20:49:00,7.836,0.196,230.220,34.000,76.000,0.000,17.0
567566,14/1/2008,20:50:00,7.796,0.094,230.930,33.600,77.000,0.000,16.0
567567,14/1/2008,20:51:00,7.766,0.094,230.280,33.600,77.000,0.000,16.0
567568,14/1/2008,20:52:00,7.768,0.094,230.520,33.600,77.000,0.000,17.0
567569,14/1/2008,20:53:00,7.740,0.096,230.970,33.600,76.000,0.000,16.0
567570,14/1/2008,20:54:00,5.816,0.126,233.730,24.800,44.000,0.000,17.0
567571,14/1/2008,20:55:00,5.802,0.124,233.230,24.800,43.000,0.000,16.0
567572,14/1/2008,20:56:00,5.822,0.118,234.040,24.800,43.000,0.000,17.0
567573,14/1/2008,20:57:00,5.844,0.136,233.810,25.000,44.000,0.000,17.0
567574,14/1/2008,20:58:00,5.830,0.102,234.170,24.800,43.000,0.000,17.0
567575,14/1/2008,20:59:00,5.836,0.102,234.330,24.800,43.000,0.000,17.0
567576,14/1/2008,21:00:00,5.802,0.100,234.050,24.800,43.000,0.000,17.0
567577,14/1/2008,21:01:00,5.850,0.102,234.690,24.800,43.000,0.000,16.0
567578,14/1/2008,21:02:00,5.826,0.102,234.050,24.800,43.000,0.000,17.0
567579,14/1/2008,21:03:00,5.832,0.132,233.430,25.000,43.000,0.000,17.0
567580,14/1/2008,21:04:00,5.824,0.194,232.570,25.000,42.000,0.000,17.0
567581,14/1/2008,21:05:00,5.768,0.190,231.360,24.800,42.000,0.000,16.0
567582,14/1/2008,21:06:00,5.806,0.192,231.970,25.000,42.000,0.000,17.0
567583,14/1/2008,21:07:00,5.800,0.192,232.120,25.000,42.000,0.000,16.0
567584,14/1/2008,21:08:00,5.842,0.194,232.840,25.000,43.000,0.000,17.0
567585,14/1/2008,21:09:00,5.858,0.194,233.230,25.000,42.000,0.000,17.0
567586,14/1/2008,21:10:00,5.770,0.190,231.450,24.800,42.000,0.000,16.0
567587,14/1/2008,21:11:00,5.790,0.192,231.970,25.000,43.000,0.000,17.0
567588,14/1/2008,21:12:00,5.794,0.190,232.080,25.000,42.000,0.000,16.0
567589,14/1/2008,21:13:00,5.816,0.192,232.360,25.000,42.000,0.000,17.0
567590,14/1/2008,21:14:00,5.776,0.188,231.720,24.800,42.000,0.000,16.0
567591,14/1/2008,21:15:00,5.736,0.140,231.320,24.800,42.000,0.000,17.0
567592,14/1/2008,21:16:00,5.678,0.090,231.060,24.600,42.000,0.000,16.0
567593,14/1/2008,21:17:00,5.708,0.090,231.310,24.600,42.000,0.000,16.0
567594,14/1/2008,21:18:00,5.704,0.092,231.930,24.600,42.000,0.000,17.0
567595,14/1/2008,21:19:00,5.766,0.138,231.600,24.800,42.000,0.000,16.0
567596,14/1/2008,21:20:00,5.830,0.214,232.090,25.000,42.000,0.000,17.0
567597,14/1/2008,21:21:00,5.884,0.218,233.170,25.200,43.000,0.000,17.0
567598,14/1/2008,21:22:00,5.886,0.218,233.510,25.200,43.000,0.000,16.0
567599,14/1/2008,21:23:00,5.874,0.216,232.980,25.200,42.000,0.000,17.0
567600,14/1/2008,21:24:00,5.884,0.218,233.400,25.200,43.000,0.000,17.0
567601,14/1/2008,21:25:00,5.138,0.224,234.190,22.000,43.000,0.000,4.0
568164,15/1/2008,06:48:00,5.688,0.086,237.960,23.800,0.000,0.000,18.0
568165,15/1/2008,06:49:00,5.660,0.082,237.370,23.800,0.000,0.000,18.0
568166,15/1/2008,06:50:00,5.568,0.084,237.290,23.400,0.000,0.000,18.0
568488,15/1/2008,12:12:00,5.984,0.194,236.060,25.200,0.000,74.000,18.0
568489,15/1/2008,12:13:00,6.042,0.222,237.170,25.400,0.000,74.000,17.0
568490,15/1/2008,12:14:00,6.150,0.234,238.440,25.800,0.000,74.000,17.0
568491,15/1/2008,12:15:00,6.106,0.234,237.070,25.600,2.000,75.000,17.0
568492,15/1/2008,12:16:00,7.756,0.182,233.820,33.200,29.000,72.000,17.0
568493,15/1/2008,12:17:00,8.158,0.202,234.860,34.600,37.000,73.000,17.0
568494,15/1/2008,12:18:00,8.160,0.190,235.040,34.600,37.000,72.000,17.0
568495,15/1/2008,12:19:00,8.064,0.126,234.100,34.400,37.000,73.000,17.0
568496,15/1/2008,12:20:00,7.990,0.058,234.040,34.000,37.000,72.000,17.0
568497,15/1/2008,12:21:00,8.070,0.078,235.270,34.200,37.000,73.000,17.0
568498,15/1/2008,12:22:00,8.262,0.134,235.480,35.000,37.000,73.000,17.0
568499,15/1/2008,12:23:00,8.148,0.124,234.310,34.800,36.000,72.000,17.0
568500,15/1/2008,12:24:00,7.952,0.052,233.710,34.000,37.000,72.000,16.0
568501,15/1/2008,12:25:00,7.996,0.070,234.280,34.000,36.000,72.000,17.0
568502,15/1/2008,12:26:00,8.026,0.058,234.910,34.000,37.000,73.000,17.0
568503,15/1/2008,12:27:00,6.924,0.384,235.980,29.600,3.000,73.000,17.0
568504,15/1/2008,12:28:00,7.578,0.546,234.750,32.400,1.000,72.000,17.0
568505,15/1/2008,12:29:00,7.416,0.550,234.700,31.800,1.000,72.000,17.0
568506,15/1/2008,12:30:00,7.356,0.540,236.170,31.400,30.000,37.000,17.0
568507,15/1/2008,12:31:00,8.666,0.408,236.230,36.800,37.000,61.000,17.0
568508,15/1/2008,12:32:00,6.974,0.478,236.710,30.600,14.000,55.000,18.0
568511,15/1/2008,12:35:00,6.826,0.180,236.080,29.400,31.000,50.000,17.0
568512,15/1/2008,12:36:00,7.088,0.158,234.570,30.400,37.000,55.000,17.0
568513,15/1/2008,12:37:00,6.178,0.170,235.760,26.200,37.000,38.000,17.0
568514,15/1/2008,12:38:00,6.102,0.072,236.640,25.800,37.000,38.000,17.0
568515,15/1/2008,12:39:00,5.422,0.090,237.650,23.000,37.000,28.000,17.0
568517,15/1/2008,12:41:00,6.884,0.304,235.620,29.400,37.000,38.000,17.0
568518,15/1/2008,12:42:00,6.136,0.104,236.100,26.000,37.000,37.000,17.0
568575,15/1/2008,13:39:00,6.224,0.082,234.740,26.600,0.000,35.000,17.0
568576,15/1/2008,13:40:00,6.202,0.094,234.680,26.400,0.000,35.000,17.0
569601,16/1/2008,06:45:00,5.112,0.000,239.250,21.400,0.000,0.000,0.0
570087,16/1/2008,14:51:00,5.312,0.348,239.090,22.200,38.000,38.000,0.0
570091,16/1/2008,14:55:00,5.246,0.222,239.810,21.800,38.000,38.000,0.0
571146,17/1/2008,08:30:00,5.032,0.048,235.200,21.400,37.000,0.000,17.0
571151,17/1/2008,08:35:00,5.262,0.000,234.120,22.600,37.000,0.000,17.0
571152,17/1/2008,08:36:00,6.000,0.048,235.490,25.600,37.000,0.000,17.0
571153,17/1/2008,08:37:00,5.302,0.066,236.150,22.400,37.000,0.000,17.0
571154,17/1/2008,08:38:00,5.240,0.064,235.070,22.200,37.000,0.000,17.0
571155,17/1/2008,08:39:00,5.220,0.062,234.780,22.200,36.000,0.000,17.0
571156,17/1/2008,08:40:00,5.086,0.000,235.220,21.600,37.000,0.000,17.0
572480,18/1/2008,06:44:00,5.124,0.078,236.250,21.600,0.000,0.000,0.0
572481,18/1/2008,06:45:00,5.160,0.076,236.060,21.800,0.000,0.000,0.0
573228,18/1/2008,19:12:00,5.284,0.090,235.030,22.400,0.000,37.000,17.0
573229,18/1/2008,19:13:00,5.550,0.094,234.820,23.600,0.000,37.000,17.0
573230,18/1/2008,19:14:00,5.542,0.096,234.380,23.600,0.000,37.000,17.0
573231,18/1/2008,19:15:00,5.522,0.084,233.910,23.600,0.000,37.000,16.0
573232,18/1/2008,19:16:00,5.300,0.054,233.200,22.600,0.000,36.000,17.0
573233,18/1/2008,19:17:00,5.116,0.092,233.590,21.800,0.000,37.000,17.0
573350,18/1/2008,21:14:00,5.200,0.322,233.990,22.600,0.000,0.000,0.0
574010,19/1/2008,08:14:00,5.062,0.090,233.990,21.800,0.000,2.000,0.0
574031,19/1/2008,08:35:00,5.150,0.126,234.420,21.800,0.000,72.000,0.0
574032,19/1/2008,08:36:00,5.150,0.138,234.390,21.800,0.000,72.000,0.0
574033,19/1/2008,08:37:00,5.156,0.128,234.720,21.800,0.000,72.000,0.0
574034,19/1/2008,08:38:00,5.164,0.138,234.850,22.000,0.000,73.000,0.0
574035,19/1/2008,08:39:00,5.038,0.000,233.900,21.400,0.000,71.000,0.0
574270,19/1/2008,12:34:00,5.016,0.474,235.060,21.400,38.000,36.000,0.0
574271,19/1/2008,12:35:00,5.242,0.462,234.710,22.400,37.000,37.000,0.0
574272,19/1/2008,12:36:00,5.256,0.466,234.790,22.400,37.000,36.000,0.0
574273,19/1/2008,12:37:00,5.254,0.454,234.890,22.400,38.000,37.000,0.0
574274,19/1/2008,12:38:00,5.278,0.462,235.420,22.400,38.000,36.000,0.0
574275,19/1/2008,12:39:00,5.328,0.462,236.730,22.400,38.000,37.000,0.0
574278,19/1/2008,12:42:00,5.284,0.370,237.170,22.200,38.000,37.000,0.0
574279,19/1/2008,12:43:00,5.252,0.354,236.580,22.200,38.000,37.000,0.0
574280,19/1/2008,12:44:00,6.058,0.356,235.660,25.800,38.000,36.000,12.0
574281,19/1/2008,12:45:00,5.824,0.350,236.420,24.800,38.000,30.000,18.0
574282,19/1/2008,12:46:00,5.444,0.370,236.040,23.200,38.000,22.000,18.0
574283,19/1/2008,12:47:00,6.178,0.468,235.800,26.200,37.000,36.000,17.0
574284,19/1/2008,12:48:00,6.120,0.490,236.930,25.800,38.000,37.000,17.0
574285,19/1/2008,12:49:00,5.048,0.486,237.340,21.400,39.000,20.000,18.0
574286,19/1/2008,12:50:00,5.780,0.484,235.980,24.600,38.000,31.000,17.0
574287,19/1/2008,12:51:00,6.106,0.468,236.170,25.800,37.000,37.000,17.0
574288,19/1/2008,12:52:00,6.168,0.478,235.670,26.200,38.000,35.000,17.0
574289,19/1/2008,12:53:00,5.164,0.470,235.800,21.800,38.000,17.000,17.0
574290,19/1/2008,12:54:00,6.258,0.466,234.410,26.600,37.000,35.000,17.0
574291,19/1/2008,12:55:00,6.266,0.448,235.920,26.600,38.000,37.000,17.0
574294,19/1/2008,12:58:00,6.330,0.460,234.860,27.000,38.000,37.000,17.0
574295,19/1/2008,12:59:00,5.910,0.442,234.100,25.400,37.000,30.000,17.0
574296,19/1/2008,13:00:00,5.096,0.472,235.170,21.800,37.000,20.000,17.0
574297,19/1/2008,13:01:00,6.110,0.438,234.020,26.000,38.000,36.000,17.0
574301,19/1/2008,13:05:00,5.528,0.370,237.520,23.400,38.000,28.000,17.0
574302,19/1/2008,13:06:00,5.306,0.450,236.760,22.600,38.000,23.000,17.0
574303,19/1/2008,13:07:00,6.016,0.418,234.960,25.600,37.000,36.000,17.0
574304,19/1/2008,13:08:00,5.112,0.448,235.700,21.800,38.000,22.000,17.0
574305,19/1/2008,13:09:00,5.636,0.424,235.410,24.000,38.000,29.000,17.0
574309,19/1/2008,13:13:00,5.192,0.438,237.060,22.000,38.000,22.000,18.0
574310,19/1/2008,13:14:00,5.592,0.440,235.290,23.800,38.000,29.000,17.0
574311,19/1/2008,13:15:00,5.470,0.418,234.280,23.400,37.000,28.000,16.0
574315,19/1/2008,13:19:00,5.606,0.264,234.870,24.000,37.000,33.000,17.0
576150,20/1/2008,19:54:00,5.104,0.000,232.010,22.000,36.000,0.000,17.0
576151,20/1/2008,19:55:00,5.096,0.000,231.920,22.000,36.000,0.000,16.0
576152,20/1/2008,19:56:00,5.090,0.000,231.930,22.000,36.000,0.000,17.0
576153,20/1/2008,19:57:00,5.074,0.000,231.440,22.000,36.000,0.000,16.0
576154,20/1/2008,19:58:00,5.066,0.000,231.160,22.000,36.000,0.000,17.0
576155,20/1/2008,19:59:00,5.104,0.000,231.430,22.000,36.000,0.000,16.0
576156,20/1/2008,20:00:00,5.020,0.000,230.660,21.800,35.000,0.000,17.0
576158,20/1/2008,20:02:00,5.044,0.000,231.760,21.800,36.000,0.000,17.0
576159,20/1/2008,20:03:00,5.096,0.054,231.920,22.000,36.000,0.000,16.0
576160,20/1/2008,20:04:00,5.106,0.054,232.210,22.000,36.000,0.000,17.0
576792,21/1/2008,06:36:00,5.360,0.084,235.270,22.800,0.000,2.000,17.0
578236,22/1/2008,06:40:00,5.138,0.192,235.990,22.000,0.000,2.000,0.0
578237,22/1/2008,06:41:00,5.188,0.208,235.380,22.000,0.000,1.000,0.0
578296,22/1/2008,07:40:00,5.096,0.056,232.240,22.000,1.000,0.000,17.0
578318,22/1/2008,08:02:00,5.196,0.050,234.720,22.000,37.000,0.000,17.0
578319,22/1/2008,08:03:00,5.234,0.000,234.520,22.200,36.000,0.000,17.0
578320,22/1/2008,08:04:00,5.244,0.078,232.990,22.400,37.000,0.000,17.0
578564,22/1/2008,12:08:00,5.304,0.414,237.710,22.400,0.000,37.000,18.0
578601,22/1/2008,12:45:00,5.200,0.248,238.000,21.800,37.000,0.000,18.0
578645,22/1/2008,13:29:00,6.058,0.000,233.770,25.800,37.000,40.000,17.0
578646,22/1/2008,13:30:00,6.238,0.108,233.170,26.600,36.000,40.000,17.0
578647,22/1/2008,13:31:00,6.114,0.072,233.040,26.200,36.000,39.000,16.0
578648,22/1/2008,13:32:00,6.176,0.164,232.190,26.600,36.000,39.000,17.0
578649,22/1/2008,13:33:00,6.064,0.160,230.660,26.200,35.000,39.000,16.0
578650,22/1/2008,13:34:00,6.092,0.182,230.520,26.400,36.000,39.000,16.0
578651,22/1/2008,13:35:00,6.060,0.166,229.960,26.200,35.000,38.000,17.0
578652,22/1/2008,13:36:00,6.110,0.184,230.970,26.400,36.000,39.000,16.0
578653,22/1/2008,13:37:00,5.554,0.264,231.610,24.200,35.000,26.000,17.0
578654,22/1/2008,13:38:00,5.502,0.566,231.410,23.800,36.000,4.000,16.0
578655,22/1/2008,13:39:00,6.842,0.524,229.670,30.200,35.000,26.000,16.0
578656,22/1/2008,13:40:00,5.426,0.564,231.240,23.600,35.000,6.000,17.0
578684,22/1/2008,14:08:00,5.010,0.248,235.980,21.400,0.000,35.000,17.0
578685,22/1/2008,14:09:00,5.258,0.244,234.860,22.400,0.000,35.000,17.0
578689,22/1/2008,14:13:00,5.340,0.000,235.170,23.000,0.000,25.000,17.0
578709,22/1/2008,14:33:00,7.936,0.000,234.380,34.000,0.000,66.000,17.0
578710,22/1/2008,14:34:00,8.008,0.000,233.740,34.200,0.000,69.000,16.0
578711,22/1/2008,14:35:00,7.120,0.114,234.340,30.600,0.000,63.000,17.0
578712,22/1/2008,14:36:00,7.448,0.348,233.540,32.000,0.000,70.000,17.0
578713,22/1/2008,14:37:00,7.024,0.326,234.020,30.200,0.000,62.000,17.0
578714,22/1/2008,14:38:00,7.438,0.346,232.970,32.000,0.000,70.000,16.0
578715,22/1/2008,14:39:00,7.018,0.222,233.390,30.200,0.000,69.000,17.0
578716,22/1/2008,14:40:00,6.046,0.000,235.160,25.600,0.000,71.000,17.0
578717,22/1/2008,14:41:00,6.056,0.000,235.640,25.600,0.000,71.000,17.0
578740,22/1/2008,15:04:00,5.226,0.318,237.520,22.400,0.000,58.000,17.0
578741,22/1/2008,15:05:00,6.118,0.332,236.730,25.800,2.000,74.000,17.0
578742,22/1/2008,15:06:00,7.066,0.306,234.910,30.400,24.000,65.000,17.0
578743,22/1/2008,15:07:00,8.120,0.292,233.690,34.600,37.000,73.000,17.0
578744,22/1/2008,15:08:00,8.112,0.298,233.290,34.800,36.000,72.000,16.0
578745,22/1/2008,15:09:00,8.110,0.290,233.360,34.800,37.000,73.000,17.0
578746,22/1/2008,15:10:00,7.978,0.192,232.300,34.200,36.000,72.000,17.0
578747,22/1/2008,15:11:00,7.564,0.190,232.530,32.600,31.000,73.000,16.0
578748,22/1/2008,15:12:00,6.002,0.210,235.040,25.400,1.000,74.000,17.0
578749,22/1/2008,15:13:00,5.988,0.206,234.840,25.400,1.000,73.000,17.0
578750,22/1/2008,15:14:00,5.986,0.208,234.780,25.400,1.000,74.000,17.0
578751,22/1/2008,15:15:00,5.994,0.208,235.070,25.400,1.000,74.000,17.0
578753,22/1/2008,15:17:00,5.910,0.252,237.840,24.800,1.000,71.000,18.0
578754,22/1/2008,15:18:00,6.024,0.242,236.520,25.400,0.000,75.000,17.0
578756,22/1/2008,15:20:00,5.996,0.180,237.570,25.800,24.000,48.000,18.0
578757,22/1/2008,15:21:00,7.332,0.086,236.020,31.000,37.000,61.000,17.0
578758,22/1/2008,15:22:00,6.920,0.100,236.350,29.600,19.000,74.000,17.0
578759,22/1/2008,15:23:00,5.950,0.124,237.530,25.000,1.000,75.000,17.0
578761,22/1/2008,15:25:00,7.136,0.088,235.470,30.800,25.000,67.000,17.0
578762,22/1/2008,15:26:00,7.780,0.070,234.280,33.200,36.000,70.000,17.0
578763,22/1/2008,15:27:00,6.940,0.084,234.930,29.600,37.000,57.000,17.0
578764,22/1/2008,15:28:00,6.196,0.080,235.370,26.200,37.000,43.000,17.0
578765,22/1/2008,15:29:00,6.912,0.086,235.310,29.400,37.000,54.000,17.0
578766,22/1/2008,15:30:00,7.138,0.068,234.690,30.800,36.000,61.000,16.0
579028,22/1/2008,19:52:00,5.156,0.312,231.790,22.600,36.000,1.000,0.0
579029,22/1/2008,19:53:00,5.680,0.334,231.740,24.600,37.000,0.000,0.0
579030,22/1/2008,19:54:00,5.338,0.276,232.530,23.200,37.000,0.000,0.0
579083,22/1/2008,20:47:00,5.062,0.248,233.430,21.800,37.000,2.000,0.0
579084,22/1/2008,20:48:00,5.936,0.282,231.610,26.000,36.000,19.000,0.0
579085,22/1/2008,20:49:00,7.062,0.264,230.780,30.600,36.000,36.000,0.0
579086,22/1/2008,20:50:00,5.332,0.288,232.900,23.600,18.000,28.000,0.0
579088,22/1/2008,20:52:00,5.508,0.294,233.700,24.400,17.000,28.000,0.0
579089,22/1/2008,20:53:00,6.938,0.272,231.580,30.000,37.000,36.000,0.0
579090,22/1/2008,20:54:00,5.438,0.258,232.710,23.800,12.000,36.000,0.0
579130,22/1/2008,21:34:00,5.484,0.186,236.350,23.400,0.000,36.000,0.0
579131,22/1/2008,21:35:00,5.138,0.218,237.130,21.800,0.000,37.000,0.0
579132,22/1/2008,21:36:00,5.220,0.208,236.520,22.200,0.000,37.000,0.0
579133,22/1/2008,21:37:00,5.214,0.224,236.010,22.200,0.000,37.000,0.0
579686,23/1/2008,06:50:00,5.306,0.080,237.330,22.400,0.000,0.000,18.0
581878,24/1/2008,19:22:00,5.256,0.080,231.800,22.600,0.000,0.000,0.0
581950,24/1/2008,20:34:00,5.494,0.046,231.500,23.600,37.000,1.000,17.0
581951,24/1/2008,20:35:00,5.526,0.000,231.110,23.800,35.000,1.000,16.0
581952,24/1/2008,20:36:00,5.540,0.046,231.110,24.000,36.000,1.000,16.0
581953,24/1/2008,20:37:00,5.426,0.046,231.770,23.400,36.000,2.000,17.0
581954,24/1/2008,20:38:00,5.452,0.000,231.830,23.400,36.000,1.000,17.0
581955,24/1/2008,20:39:00,5.378,0.000,231.890,23.200,36.000,1.000,16.0
581956,24/1/2008,20:40:00,5.328,0.050,232.160,22.800,36.000,1.000,17.0
581957,24/1/2008,20:41:00,5.168,0.000,231.900,22.200,36.000,1.000,16.0
581958,24/1/2008,20:42:00,5.154,0.000,231.430,22.200,36.000,2.000,17.0
581959,24/1/2008,20:43:00,5.178,0.000,231.790,22.200,36.000,0.000,16.0
581960,24/1/2008,20:44:00,5.214,0.054,232.180,22.400,36.000,0.000,17.0
581961,24/1/2008,20:45:00,5.184,0.054,231.690,22.400,36.000,0.000,16.0
581962,24/1/2008,20:46:00,5.016,0.052,230.900,21.800,35.000,0.000,16.0
582982,25/1/2008,13:46:00,5.256,0.424,234.770,22.400,0.000,35.000,17.0
582984,25/1/2008,13:48:00,5.314,0.462,236.530,22.600,0.000,36.000,17.0
582985,25/1/2008,13:49:00,5.308,0.460,236.240,22.600,0.000,35.000,17.0
583017,25/1/2008,14:21:00,5.522,0.606,238.210,23.400,0.000,37.000,18.0
583019,25/1/2008,14:23:00,5.088,0.598,237.970,21.600,0.000,30.000,18.0
584708,26/1/2008,18:32:00,5.150,0.060,231.920,23.200,0.000,0.000,16.0
584709,26/1/2008,18:33:00,6.842,0.234,228.950,30.200,4.000,0.000,17.0
584710,26/1/2008,18:34:00,8.694,0.294,227.690,38.200,36.000,0.000,15.0
584711,26/1/2008,18:35:00,9.012,0.286,228.010,39.400,35.000,0.000,16.0
584712,26/1/2008,18:36:00,6.984,0.296,229.920,30.800,36.000,0.000,17.0
584713,26/1/2008,18:37:00,6.230,0.296,230.400,27.000,36.000,0.000,16.0
584714,26/1/2008,18:38:00,6.246,0.296,230.940,27.000,36.000,0.000,16.0
584715,26/1/2008,18:39:00,6.286,0.296,231.830,27.000,37.000,0.000,17.0
584716,26/1/2008,18:40:00,6.280,0.292,231.740,27.000,36.000,0.000,16.0
584717,26/1/2008,18:41:00,6.292,0.290,231.940,27.000,37.000,0.000,17.0
584718,26/1/2008,18:42:00,6.098,0.294,231.730,26.200,36.000,0.000,16.0
584719,26/1/2008,18:43:00,5.836,0.288,232.670,25.000,37.000,0.000,17.0
584720,26/1/2008,18:44:00,5.892,0.360,232.370,25.400,37.000,0.000,17.0
584721,26/1/2008,18:45:00,5.672,0.368,231.570,24.400,36.000,0.000,16.0
584722,26/1/2008,18:46:00,5.688,0.370,231.670,24.600,37.000,0.000,17.0
584723,26/1/2008,18:47:00,5.864,0.384,231.990,25.200,36.000,0.000,16.0
584724,26/1/2008,18:48:00,5.648,0.334,228.750,24.800,28.000,0.000,16.0
584728,26/1/2008,18:52:00,5.784,0.408,228.360,25.400,31.000,0.000,16.0
584729,26/1/2008,18:53:00,5.572,0.396,227.890,24.400,35.000,0.000,16.0
584730,26/1/2008,18:54:00,5.372,0.414,227.790,24.000,31.000,0.000,16.0
584735,26/1/2008,18:59:00,5.362,0.412,227.620,23.600,35.000,0.000,15.0
584736,26/1/2008,19:00:00,5.374,0.394,228.370,23.600,36.000,0.000,17.0
584741,26/1/2008,19:05:00,5.592,0.374,227.790,24.600,35.000,0.000,16.0
584742,26/1/2008,19:06:00,5.556,0.294,228.450,24.200,35.000,0.000,16.0
584747,26/1/2008,19:11:00,5.548,0.316,231.430,24.200,29.000,0.000,16.0
584748,26/1/2008,19:12:00,5.780,0.302,231.340,25.000,37.000,0.000,17.0
584749,26/1/2008,19:13:00,5.198,0.304,231.000,22.800,28.000,0.000,16.0
584754,26/1/2008,19:18:00,5.802,0.402,229.350,25.200,36.000,0.000,16.0
584755,26/1/2008,19:19:00,5.752,0.402,229.540,25.200,34.000,0.000,16.0
584760,26/1/2008,19:24:00,5.902,0.402,229.210,25.800,30.000,0.000,16.0
584761,26/1/2008,19:25:00,5.904,0.404,229.380,25.800,36.000,0.000,17.0
584762,26/1/2008,19:26:00,5.288,0.412,230.250,23.400,27.000,0.000,16.0
584765,26/1/2008,19:29:00,6.346,0.528,231.460,27.400,34.000,0.000,17.0
584766,26/1/2008,19:30:00,6.458,0.534,231.660,28.000,38.000,0.000,16.0
584767,26/1/2008,19:31:00,8.722,0.636,229.740,38.200,69.000,0.000,17.0
584768,26/1/2008,19:32:00,9.666,0.866,229.700,42.200,71.000,0.000,16.0
584769,26/1/2008,19:33:00,9.628,0.866,229.520,42.000,71.000,0.000,16.0
584770,26/1/2008,19:34:00,9.242,0.728,230.200,40.400,72.000,0.000,16.0
584771,26/1/2008,19:35:00,8.350,0.430,231.520,36.000,72.000,0.000,17.0
584772,26/1/2008,19:36:00,8.160,0.386,230.960,35.200,71.000,0.000,16.0
584773,26/1/2008,19:37:00,9.106,0.646,229.570,39.800,71.000,0.000,16.0
584774,26/1/2008,19:38:00,8.702,0.538,229.800,38.000,71.000,0.000,17.0
584775,26/1/2008,19:39:00,6.870,0.404,232.750,29.800,51.000,0.000,16.0
584776,26/1/2008,19:40:00,6.158,0.412,233.580,26.400,38.000,0.000,17.0
584777,26/1/2008,19:41:00,7.514,0.396,231.830,32.600,58.000,0.000,17.0
584778,26/1/2008,19:42:00,6.908,0.422,232.490,30.000,53.000,0.000,16.0
584779,26/1/2008,19:43:00,6.760,0.584,232.030,29.400,36.000,0.000,17.0
584780,26/1/2008,19:44:00,6.292,0.422,232.620,27.000,39.000,0.000,16.0
584781,26/1/2008,19:45:00,6.950,0.418,231.840,30.200,50.000,0.000,17.0
584782,26/1/2008,19:46:00,6.112,0.424,232.500,26.200,37.000,0.000,17.0
584783,26/1/2008,19:47:00,5.382,0.438,233.130,23.400,23.000,0.000,16.0
584784,26/1/2008,19:48:00,6.164,0.438,232.530,26.400,37.000,0.000,17.0
584785,26/1/2008,19:49:00,5.384,0.422,233.390,23.400,27.000,0.000,17.0
584786,26/1/2008,19:50:00,5.326,0.422,234.430,23.200,22.000,0.000,16.0
584787,26/1/2008,19:51:00,7.482,0.754,232.250,32.400,37.000,0.000,17.0
584788,26/1/2008,19:52:00,9.084,0.744,230.620,39.600,60.000,0.000,16.0
584789,26/1/2008,19:53:00,9.428,0.762,227.960,41.400,70.000,0.000,16.0
584790,26/1/2008,19:54:00,9.652,0.758,227.270,42.600,70.000,0.000,16.0
584791,26/1/2008,19:55:00,9.318,0.696,228.430,41.000,68.000,0.000,16.0
584792,26/1/2008,19:56:00,6.974,0.562,230.990,30.400,37.000,0.000,17.0
584793,26/1/2008,19:57:00,6.838,0.416,230.790,29.800,43.000,0.000,16.0
584794,26/1/2008,19:58:00,5.418,0.344,233.060,23.600,21.000,0.000,17.0
584799,26/1/2008,20:03:00,5.648,0.572,233.200,24.200,1.000,0.000,17.0
584800,26/1/2008,20:04:00,5.734,0.560,233.000,24.600,0.000,0.000,16.0
584801,26/1/2008,20:05:00,5.308,0.566,233.450,23.000,1.000,0.000,17.0
584817,26/1/2008,20:21:00,5.408,0.344,235.810,23.400,17.000,1.000,17.0
584818,26/1/2008,20:22:00,6.316,0.338,235.730,26.800,38.000,1.000,17.0
584819,26/1/2008,20:23:00,6.008,0.340,236.030,25.400,37.000,2.000,17.0
584826,26/1/2008,20:30:00,5.686,0.334,233.870,24.600,27.000,2.000,17.0
584827,26/1/2008,20:31:00,5.902,0.328,233.320,25.200,37.000,1.000,16.0
584830,26/1/2008,20:34:00,6.266,0.228,233.570,27.000,31.000,1.000,17.0
584831,26/1/2008,20:35:00,6.392,0.228,233.730,27.200,36.000,2.000,17.0
584832,26/1/2008,20:36:00,5.990,0.232,233.910,25.600,38.000,1.000,17.0
584833,26/1/2008,20:37:00,5.934,0.234,234.240,25.200,37.000,1.000,17.0
584834,26/1/2008,20:38:00,5.840,0.230,232.950,25.000,37.000,1.000,16.0
584989,26/1/2008,23:13:00,5.530,0.172,236.810,24.000,20.000,1.000,17.0
584990,26/1/2008,23:14:00,6.346,0.138,235.780,27.000,37.000,2.000,17.0
584991,26/1/2008,23:15:00,6.746,0.142,235.740,29.000,37.000,1.000,17.0
584992,26/1/2008,23:16:00,8.746,0.130,233.960,37.400,37.000,1.000,17.0
584993,26/1/2008,23:17:00,8.100,0.100,235.670,34.400,37.000,2.000,17.0
584994,26/1/2008,23:18:00,7.166,0.000,236.470,30.800,37.000,1.000,17.0
584995,26/1/2008,23:19:00,5.318,0.000,237.630,22.400,38.000,1.000,18.0
